"ABronte_Agnes.txt"	"ABronte_Tenant.txt"	"Austen_Emma.txt"	"Austen_Mansfield.txt"	"CBronte_Professor.txt"	"CBronte_Villette.txt"	"Dickens_Bleak.txt"	"Dickens_David.txt"	"EBronte_Wuthering.txt"	"Eliot_Middlemarch.txt"	"Eliot_Mill.txt"	"Fielding_Joseph.txt"	"Fielding_Tom.txt"	"Richardson_Clarissa.txt"	"Richardson_Pamela.txt"	"Sterne_Sentimental.txt"	"Sterne_Tristram.txt"	"Thackeray_Barry.txt"	"Thackeray_Pendennis.txt"	"Thackeray_Vanity.txt"	"Trollope_Barchester.txt"	"Trollope_Phineas.txt"	"Trollope_Prime.txt"
"fletcher"	0	0	0	0	0	0	0	0	0	0.00219873415733513	0	0	0	0	0	0	0	0	0	0	0	0	0.102945583387685
"graham"	0	0.0579620079951718	0	0	0	0.104023441322025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"inclination"	0.0029268863782708	0.00239018589670812	0.0130884341869901	0.0193822683506315	0.00675591987479029	0.00411974025037721	0.00421754668121252	0.00195709488834774	0.00514350375475774	0.00565388783314749	0.00624870819974717	0.0138814813732438	0.0103357986127061	0.00714397385098499	0.00546184446487579	0.00486866768908688	0.00160276102298894	0.00156741040290284	0.000842635088448596	0.000984545911016741	0.00101087703691723	0.000379072182925073	0.00141021347106418
"murdstone"	0	0	0	0	0	0	0	0.0835959102308533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"presume"	0.00439032956740619	0.0041828253192392	0.00685584647889957	0.00250093785169439	0.00450394658319352	0.00154490259389146	0.00140584889373751	0.00111833993619871	0.00257175187737887	0.00282694391657374	0	0.00219181284840692	0.00488079378933346	0.0147020911136213	0.00842034355001684	0.00486866768908688	0.00427402939463716	0.00313482080580569	0.000842635088448596	0.00131272788135565	0.00555982370304476	0.00227443309755044	0.00317298030989441
"volume"	0.0014634431891354	0.00776810416430138	0.00186977631242716	0.00375140677754158	0	0.00411974025037721	0.000281169778747501	0.00195709488834774	0.00257175187737887	0.00345515367581235	0.00288401916911408	0.00365302141401153	0.00114842206807846	0.0155303779369239	0.000455153705406316	0.00243433384454344	0.0117535808352522	0.000783705201451422	0.00674108070758877	0.00459454758474479	0.00303263111075169	0.00189536091462536	0.00211532020659627
"chariot"	0	0.000597546474177029	0	0.000625234462923596	0.00112598664579838	0.0010299350625943	0.000843509336242503	0.00167750990429806	0	0.00125641951847722	0	0.0109590642420346	0.000861316551058845	0.00848993993885173	0.0295849908514105	0.00243433384454344	0.00373977572030752	0.014890398827577	0.00252790526534579	0.00426636561440588	0	0.000379072182925073	0
"declare"	0.0014634431891354	0.00298773237088515	0.00747910524970863	0.00312617231461798	0.00112598664579838	0.00411974025037721	0.00365520712371751	0.00223667987239741	0.000857250625792957	0.00157052439809652	0.00192267944607605	0.00584483426241845	0.00717763792549038	0.00579800776311825	0.00341365279054737	0.00730300153363032	0.016561863904219	0.00391852600725711	0.000842635088448596	0.00361000167372805	0.00909789333225506	0.0109930933048271	0.0109291544007474
"duties"	0.014634431891354	0.00478037179341623	0.00186977631242716	0.00562711016631237	0.00900789316638705	0.00463470778167437	0.00506105601745502	0.0036346047926458	0.00428625312896478	0.00471157319428957	0.00480669861519013	0	0.00114842206807846	0.002381324616995	0.00933065096082947	0	0.00213701469731858	0.00470223120870853	0.00449405380505918	0.00623545743643936	0.0247664874044721	0.00303257746340058	0.00705106735532091
"ended"	0.0014634431891354	0.0041828253192392	0.00498607016647242	0.0118794547955483	0	0.00205987012518861	0.00393637690246502	0.00279584984049677	0.00857250625792957	0.0166475586198232	0.00528736847670914	0.0146120856560461	0.0094744820616473	0.00248486046990782	0.00409638334865684	0.00243433384454344	0.00106850734865929	0.00313482080580569	0.00280878362816199	0.00557909349576153	0.00758157777687922	0.0041697940121758	0.00211532020659627
"prudence"	0.00439032956740619	0.0041828253192392	0.00311629385404526	0.00187570338877079	0.00337795993739514	0.0010299350625943	0.00112467911499	0	0.00171450125158591	0.00157052439809652	0.00144200958455704	0.00219181284840692	0.00803895447654922	0.0122172306437135	0.0150200722784084	0	0.00160276102298894	0.00940446241741707	0.00280878362816199	0.00164090985169457	0.00101087703691723	0.00454886619510087	0.000705106735532091
"contented"	0.00439032956740619	0.00717055769012435	0.00373955262485431	0.00375140677754158	0.00337795993739514	0.00154490259389146	0.00309286756622251	0.00223667987239741	0.00514350375475774	0.00282694391657374	0.00721004792278519	0.00803664711082536	0.0157908034360788	0.00383082655777456	0.00455153705406316	0.00730300153363032	0.00373977572030752	0.00470223120870853	0.00421317544224298	0.00328181970338914	0.00657070073996199	0.0041697940121758	0.00951894092968323
"feared"	0.0175613182696248	0.00776810416430138	0.00747910524970863	0.00875328248093035	0.0056299332289919	0.010299350625943	0.00281169778747501	0.00251626485644709	0.00857250625792957	0.00439746831467027	0.00240334930759506	0.0102284599592323	0.00344526620423538	0.00424496996942586	0.00978580466623579	0.00243433384454344	0.00160276102298894	0.00313482080580569	0.00196614853971339	0.00196909182203348	0.00454894666612753	0.00530701056095102	0.00669851398755487
"interrupted"	0.00731721594567699	0.0101582900610095	0.00623258770809052	0.00375140677754158	0.00337795993739514	0.00308980518778291	0.00196818845123251	0.00335501980859612	0.0248602681479957	0.00282694391657374	0.00288401916911408	0.00803664711082536	0.0120584317148238	0.00672983043933368	0.00409638334865684	0.00730300153363032	0.00320552204597787	0.00470223120870853	0.00168527017689719	0.00623545743643936	0.00202175407383446	0.00113721654877522	0.00141021347106418
"alive"	0.0029268863782708	0.00298773237088515	0.00186977631242716	0.00500187570338877	0.00337795993739514	0.00411974025037721	0.00562339557495002	0.00615086964909289	0.0102870075095155	0.00471157319428957	0.00624870819974717	0.00803664711082536	0.00689053240847076	0.00403789826360021	0.00250334537973474	0.00973733537817376	0.00801380511494468	0.0101881676188685	0.00561756725632398	0.0049227295550837	0.00505438518458615	0.00379072182925073	0.00458319378095859
"impression"	0.00585377275654159	0.00358527884506217	0.00436281139566337	0.00750281355508316	0.00900789316638705	0.00566464284426867	0.00927860269866754	0.0125813242822354	0.0060007543805507	0.00973725126819845	0.00721004792278519	0.00584483426241845	0.00631632137443153	0.00207071705825652	0.00341365279054737	0.00486866768908688	0.00373977572030752	0.00470223120870853	0.00196614853971339	0.00328181970338914	0.00404350814766892	0.00227443309755044	0.00211532020659627
"daily"	0.00585377275654159	0.00537791826759326	0.00623258770809052	0.00812804801800675	0.00900789316638705	0.00566464284426867	0.00421754668121252	0.00335501980859612	0.00942975688372252	0.00345515367581235	0.00576803833822815	0.00657543854522075	0.00459368827231384	0.00217425291116934	0.00227576852703158	0	0.00373977572030752	0.00391852600725711	0.00646020234477257	0.0121427329025398	0.00859245481379645	0.0041697940121758	0.00810872745861905
"dozen"	0.00439032956740619	0.00119509294835406	0.00249303508323621	0.00562711016631237	0.00788190652058867	0.00514967531297152	0.00365520712371751	0.00083875495214903	0.00428625312896478	0.000314104879619305	0.00144200958455704	0.00219181284840692	0.00258394965317654	0.00465911338107717	0.00386880649595368	0.0316463399790647	0.0176303712528783	0.0117555780217713	0.00646020234477257	0.00689182137711718	0.00454894666612753	0.0121303098536023	0.00528830051649068
"eager"	0.0014634431891354	0.00239018589670812	0.011841916645372	0.0118794547955483	0.00900789316638705	0.00669457790686297	0.00253052800872751	0.00195709488834774	0.00685800500634365	0.00816672687010193	0.00961339723038026	0.00365302141401153	0.00430658275529423	0.00103535852912826	0.000227576852703158	0	0.00106850734865929	0.00391852600725711	0.0160100666805233	0.0072200033474561	0.00707613925842061	0.00492793837802594	0.00599340725202278
"fully"	0.00731721594567699	0.00956074358683247	0.00997214033294484	0.0106289858697011	0.0056299332289919	0.00720954543816012	0.00815392358367753	0.00503252971289418	0.00342900250317183	0.00942314638857915	0.00240334930759506	0.00146120856560461	0.00459368827231384	0.00248486046990782	0.00227576852703158	0	0.00854805878927432	0.00235111560435427	0.000842635088448596	0.00229727379237239	0.0151631555537584	0.00341164964632565	0.00564085388425673
"he^ll"	0.0102441023239478	0.00597546474177029	0	0	0.00225197329159676	0	0.00618573513244502	0.00531211469694386	0.0514350375475774	0.00282694391657374	0.0134587561225324	0	0.00143552758509808	0.000414143411651304	0.00318607593784421	0.00730300153363032	0.00267126837164823	0.00156741040290284	0.00589844561914018	0.00361000167372805	0.00758157777687922	0.0109930933048271	0.0102240476652153
"nearer"	0.00439032956740619	0.0041828253192392	0.00560932893728147	0.00500187570338877	0.00675591987479029	0.00720954543816012	0.00871626314117253	0.00922630447363933	0.00942975688372252	0.00471157319428957	0.00432602875367112	0.00438362569681383	0.00401947723827461	0.00465911338107717	0.00568942131757895	0.00730300153363032	0.00534253674329645	0	0.00140439181408099	0.00229727379237239	0.00303263111075169	0.00530701056095102	0.00493574714872464
"produced"	0	0.00239018589670812	0.00872562279132673	0.00875328248093035	0.0112598664579838	0	0.00590456535369752	0.00615086964909289	0.00771525563213661	0.00282694391657374	0.00865205750734223	0.0182651070700576	0.0132068537829023	0.002381324616995	0.00113788426351579	0.00486866768908688	0.00641104409195574	0.00313482080580569	0.00421317544224298	0.00295363773305022	0.00555982370304476	0.00454886619510087	0.00352553367766046
"polly"	0	0	0	0	0	0.0401674674411778	0.00112467911499	0.00083875495214903	0	0	0	0	0.000287105517019615	0.00631568702768238	0.0279919528824884	0	0	0	0.00280878362816199	0.00459454758474479	0	0	0
"upstairs"	0.0029268863782708	0	0.000623258770809052	0.00875328248093035	0.00337795993739514	0.00154490259389146	0.0191195449548301	0.0159363440908316	0.00771525563213661	0.000314104879619305	0.0144200958455704	0.00146120856560461	0.003732371721255	0	0	0.00730300153363032	0	0.00470223120870853	0.00477493216787538	0.01509637063559	0.00101087703691723	0.000758144365850145	0.00528830051649068
"whilst"	0	0	0	0	0	0.00463470778167437	0	0	0	0	0	0.0496810912305568	0.00287105517019615	0.000414143411651304	0.00204819167432842	0.0316463399790647	0.0277811910651416	0.00391852600725711	0.0221893906624797	0.0144400066949122	0	0	0.000352553367766046
"cheek"	0.00585377275654159	0.0131460224318946	0.0012465175416181	0.000625234462923596	0.0180157863327741	0.0185388311266975	0.00477988623870752	0.00643045463314256	0.018859513767445	0.00565388783314749	0.0110554068149373	0.00146120856560461	0.000287105517019615	0.00331314729321043	0.00250334537973474	0.0121716692227172	0.00213701469731858	0.00156741040290284	0.00702195907040497	0.00164090985169457	0.00657070073996199	0.000379072182925073	0.00282042694212836
"county"	0	0.000597546474177029	0.0012465175416181	0.00312617231461798	0.00337795993739514	0	0.00224935822998001	0.00167750990429806	0	0.00753851711086332	0.000961339723038026	0.00438362569681383	0.00143552758509808	0.000931822676215433	0.00341365279054737	0	0.00267126837164823	0.014890398827577	0.0185379719458691	0.0134554607838955	0.00404350814766892	0.0121303098536023	0.0126919212395776
"weakness"	0.0029268863782708	0.00657301121594732	0.0012465175416181	0.00312617231461798	0.00225197329159676	0.00669457790686297	0.00281169778747501	0.00559169968099353	0.00685800500634365	0.00314104879619305	0.00721004792278519	0.00365302141401153	0.00430658275529423	0.00683336629224651	0.00955822781353263	0.00973733537817376	0.00534253674329645	0.00391852600725711	0.00252790526534579	0.00229727379237239	0.00657070073996199	0.00265350528047551	0.00423064041319255
"amiable"	0.00439032956740619	0.00358527884506217	0.0218140569783168	0.00937851694385394	0.00225197329159676	0.00566464284426867	0.00674807468994003	0.00503252971289418	0.00685800500634365	0.00502567807390888	0.00528736847670914	0.00511422997961614	0.00746474344250999	0.00300253973447195	0.00409638334865684	0	0.00213701469731858	0.00313482080580569	0.00589844561914018	0.0101736410805063	0.00101087703691723	0.000379072182925073	0
"floor"	0.00878065913481239	0.00478037179341623	0.0012465175416181	0.00250093785169439	0.00900789316638705	0.00926941556334873	0.0157455076098601	0.0083875495214903	0.019716764393238	0.00596799271276679	0.00913272736886125	0.00292241713120922	0.00344526620423538	0.00196718120534369	0.00113788426351579	0.00243433384454344	0.00320552204597787	0	0.00674108070758877	0.00361000167372805	0.00606526222150338	0.000758144365850145	0.00105766010329814
"joined"	0	0.00358527884506217	0.0105953991037539	0.00687757909215956	0.00450394658319352	0.00205987012518861	0.00253052800872751	0.00335501980859612	0.00514350375475774	0.00125641951847722	0	0.00438362569681383	0.00689053240847076	0.00714397385098499	0.00705488243379789	0.00243433384454344	0.00213701469731858	0.00626964161161138	0.00449405380505918	0.00328181970338914	0.0106142088876309	0.00606515492680116	0.00458319378095859
"parish"	0.0131709887022186	0.00657301121594732	0.00560932893728147	0.00687757909215956	0.00337795993739514	0.000514967531297152	0.000562339557495002	0.00111833993619871	0.00342900250317183	0.00722441223124401	0.0120167465379753	0.0504116955133591	0.00861316551058845	0.00113889438204109	0.0015930379689221	0	0.00908231246360397	0.00156741040290284	0.00196614853971339	0.00328181970338914	0.0171849096275929	0	0.00105766010329814
"summer"	0.0117075455130832	0.0107558365351865	0.0130884341869901	0.00625234462923596	0.0123858531037822	0.0175088960641032	0.00702924446868753	0.00391418977669547	0.0214312656448239	0.00251283903695444	0.00432602875367112	0.000730604282802306	0.00172263310211769	0.000310607558738478	0.00204819167432842	0	0.0058767904176261	0.00391852600725711	0.00589844561914018	0.00459454758474479	0.00303263111075169	0.0083395880243516	0.0038780870454265
"depend"	0.0014634431891354	0.000597546474177029	0.0162047280410354	0.0112542203326247	0.00450394658319352	0.00154490259389146	0.00140584889373751	0.000559169968099353	0	0.00753851711086332	0.00192267944607605	0.00219181284840692	0.00200973861913731	0.0102500494383698	0.00682730558109474	0.00730300153363032	0.00427402939463716	0.00548593641015995	0.00280878362816199	0.00328181970338914	0.00303263111075169	0.00265350528047551	0.00458319378095859
"glory"	0.00439032956740619	0.00298773237088515	0.0012465175416181	0.00437664124046517	0.00112598664579838	0.00669457790686297	0.00168701867248501	0.00223667987239741	0.000857250625792957	0.00691030735162471	0.000961339723038026	0.000730604282802306	0.00516789930635307	0.00900761920341586	0.00659972872839158	0.00486866768908688	0.00534253674329645	0.00548593641015995	0.00224702690252959	0.00459454758474479	0.00758157777687922	0.00682329929265131	0.00423064041319255
"key"	0	0.000597546474177029	0.00249303508323621	0.00750281355508316	0.0135118397495806	0.010299350625943	0.00927860269866754	0.0036346047926458	0.0128587593868944	0.00722441223124401	0.00769071778430421	0.000730604282802306	0.00430658275529423	0.0060050794689439	0.00682730558109474	0.0194746707563475	0.0058767904176261	0.00313482080580569	0.00140439181408099	0.00164090985169457	0.00151631555537584	0	0.000705106735532091
"shake"	0.00731721594567699	0.0041828253192392	0.00560932893728147	0.00312617231461798	0.00337795993739514	0.00514967531297152	0.0132149796011326	0.00782837955339095	0.00685800500634365	0.00691030735162471	0.00913272736886125	0.00219181284840692	0.00200973861913731	0.00134596608786674	0.000682730558109474	0.00243433384454344	0.00267126837164823	0.00235111560435427	0.00646020234477257	0.00689182137711718	0.00657070073996199	0.00568608274387609	0.00740362072308696
"dull"	0.0190247614587602	0.00776810416430138	0.00498607016647242	0.00187570338877079	0.0101338798121854	0.00463470778167437	0.00787275380493003	0.0100650594257884	0.00257175187737887	0.0062820975923861	0.00769071778430421	0.00219181284840692	0.00344526620423538	0.00113889438204109	0.000455153705406316	0	0.00213701469731858	0.00391852600725711	0.00617932398195637	0.0049227295550837	0.0126359629614654	0.00644422710972623	0.00564085388425673
"characters"	0.0014634431891354	0.00478037179341623	0.0012465175416181	0.00875328248093035	0.0112598664579838	0.00360477271908006	0.00112467911499	0.00279584984049677	0.00171450125158591	0.00219873415733513	0.00336468903063309	0.0138814813732438	0.0123455372318434	0.00631568702768238	0.00637215187568842	0.00486866768908688	0.0112193271609225	0.00783705201451422	0.00477493216787538	0.00361000167372805	0.00252719259229307	0	0
"mark"	0.00878065913481239	0.00179263942253109	0.00186977631242716	0.00125046892584719	0.00675591987479029	0.00514967531297152	0.00534222579620252	0.00419377476074515	0.00342900250317183	0.0062820975923861	0.00576803833822815	0.00803664711082536	0.003732371721255	0.00372729070486173	0.00500669075946947	0.00730300153363032	0.0122878345095818	0.0101881676188685	0.00617932398195637	0.00820454925847284	0.00404350814766892	0.00303257746340058	0.00176276683883023
"motives"	0.0029268863782708	0.00657301121594732	0.00373955262485431	0.00437664124046517	0.0056299332289919	0.00308980518778291	0.00140584889373751	0.00195709488834774	0.000857250625792957	0.00753851711086332	0.00721004792278519	0.000730604282802306	0.00516789930635307	0.0114924796733237	0.00637215187568842	0.00243433384454344	0.00267126837164823	0.00156741040290284	0.00168527017689719	0.00164090985169457	0.0035380696292103	0.00113721654877522	0.00458319378095859
"terror"	0	0.00657301121594732	0.00373955262485431	0.00312617231461798	0.00337795993739514	0.00772451296945728	0.00365520712371751	0.00167750990429806	0.0120015087611014	0.00533978295352818	0.0038453588921521	0.00219181284840692	0.003732371721255	0.00724750970389781	0.00523426761217263	0.00486866768908688	0.00160276102298894	0.00940446241741707	0.00758371579603737	0.0108300050211841	0.00101087703691723	0.000758144365850145	0.000352553367766046
"accordingly"	0.014634431891354	0.00478037179341623	0.00249303508323621	0.00687757909215956	0.0056299332289919	0.00463470778167437	0.00281169778747501	0.00587128466504321	0.000857250625792957	0.00219873415733513	0.00144200958455704	0.0131508770904415	0.00545500482337269	0.00755811726263629	0.00432396020136	0.00243433384454344	0.00854805878927432	0.00391852600725711	0.00252790526534579	0.00426636561440588	0.0111196474060895	0.000758144365850145	0.000705106735532091
"paris"	0.00439032956740619	0.00239018589670812	0	0	0.00112598664579838	0.00205987012518861	0.00309286756622251	0.00083875495214903	0	0.0065962024720054	0	0.00511422997961614	0.00057421103403923	0.00176010949951804	0.00227576852703158	0.177706370651671	0.0122878345095818	0.0164578092304799	0.00842635088448596	0.0137836427542344	0.00101087703691723	0.00379072182925073	0.00141021347106418
"quality"	0	0.00119509294835406	0.0012465175416181	0.00187570338877079	0.00112598664579838	0.00669457790686297	0.00281169778747501	0.00335501980859612	0.000857250625792957	0.00816672687010193	0.00576803833822815	0.0124202728076392	0.0160779089530984	0.00465911338107717	0.00773761299190737	0	0.00106850734865929	0.0117555780217713	0.00449405380505918	0.00295363773305022	0.00404350814766892	0.000379072182925073	0.00105766010329814
"terrible"	0.00731721594567699	0.00597546474177029	0	0.00625234462923596	0.00112598664579838	0.00617961037556582	0.00421754668121252	0.00503252971289418	0.00428625312896478	0.00471157319428957	0.00961339723038026	0.00438362569681383	0.00459368827231384	0.00289900388155913	0.00204819167432842	0.00243433384454344	0.00641104409195574	0.00548593641015995	0.00140439181408099	0.00393818364406696	0.00808701629533783	0.0140256707682277	0.00987149429744928
"waited"	0.0102441023239478	0.00597546474177029	0.00373955262485431	0.00437664124046517	0.00675591987479029	0.0175088960641032	0.00449871645996002	0.00419377476074515	0.00857250625792957	0.00565388783314749	0.00480669861519013	0.00511422997961614	0.00315816068721577	0.00372729070486173	0.00364122964325053	0.00243433384454344	0.00160276102298894	0.00783705201451422	0.00646020234477257	0.0049227295550837	0.00555982370304476	0.00189536091462536	0.00352553367766046
"loud"	0.0102441023239478	0.00239018589670812	0.00311629385404526	0.00375140677754158	0.0056299332289919	0.00720954543816012	0.00421754668121252	0.00279584984049677	0.0060007543805507	0.00753851711086332	0.0105747369534183	0.00511422997961614	0.00459368827231384	0.00176010949951804	0.000455153705406316	0.00243433384454344	0.00320552204597787	0.00470223120870853	0.0103924994241994	0.00689182137711718	0.0111196474060895	0.00568608274387609	0.00599340725202278
"misfortune"	0.0029268863782708	0.00119509294835406	0.00373955262485431	0.00250093785169439	0.00337795993739514	0.000514967531297152	0.00281169778747501	0.0036346047926458	0.00342900250317183	0.00376925855543166	0.00528736847670914	0.0131508770904415	0.00918737654462768	0.00496972093981564	0.00364122964325053	0.00486866768908688	0.0149591028812301	0.00391852600725711	0.00477493216787538	0.0049227295550837	0.00202175407383446	0.00454886619510087	0.00740362072308696
"offence"	0.0102441023239478	0.00836565063847841	0.00498607016647242	0.00312617231461798	0	0	0.00393637690246502	0.0047529447288445	0.00257175187737887	0.00345515367581235	0.00240334930759506	0.00584483426241845	0.0106229041297258	0.0100429777325441	0.00273092223243789	0.00243433384454344	0.00267126837164823	0	0.000842635088448596	0.000328181970338914	0.00454894666612753	0.0041697940121758	0.00634596061978882
"considering"	0.00439032956740619	0.0041828253192392	0.012465175416181	0.0131299237213955	0.00450394658319352	0.00308980518778291	0.00421754668121252	0.00754879456934127	0.00342900250317183	0.00439746831467027	0.00288401916911408	0.00803664711082536	0.00488079378933346	0.00434850582233869	0.00773761299190737	0	0.00801380511494468	0.00470223120870853	0.00224702690252959	0.00262545576271131	0.00404350814766892	0.00113721654877522	0.00211532020659627
"dislike"	0.00878065913481239	0.00896319711265544	0.0105953991037539	0.00625234462923596	0.00225197329159676	0.00360477271908006	0.000843509336242503	0.00167750990429806	0.00428625312896478	0.0128783000643915	0.00528736847670914	0.00292241713120922	0.00488079378933346	0.00672983043933368	0.00318607593784421	0	0.000534253674329645	0.00391852600725711	0.00280878362816199	0.00393818364406696	0.00404350814766892	0.00530701056095102	0.00423064041319255
"families"	0	0.000597546474177029	0.00685584647889957	0.00875328248093035	0.0056299332289919	0.00154490259389146	0.00506105601745502	0.00195709488834774	0	0.00502567807390888	0.00672937806126618	0.00657543854522075	0.00315816068721577	0.00486618508690282	0.00819276669731368	0	0.00373977572030752	0.0101881676188685	0.00842635088448596	0.00853273122881175	0.00252719259229307	0.000379072182925073	0.0038780870454265
"supper"	0.0102441023239478	0.00239018589670812	0.00560932893728147	0.00250093785169439	0.00788190652058867	0.00566464284426867	0.00253052800872751	0.00587128466504321	0.0102870075095155	0.00125641951847722	0.00336468903063309	0.00365302141401153	0.0057421103403923	0.00248486046990782	0.00910307410812631	0.0365150076681516	0.00694529776628539	0.0133229884246742	0.00842635088448596	0.0049227295550837	0.00404350814766892	0.000379072182925073	0.000705106735532091
"wear"	0.0029268863782708	0.00119509294835406	0.00186977631242716	0.00750281355508316	0.00225197329159676	0.0113292856885373	0.00365520712371751	0.00531211469694386	0	0.011307775666295	0.0110554068149373	0.00365302141401153	0.00344526620423538	0.00289900388155913	0.00523426761217263	0	0.00427402939463716	0.0070533468130628	0.00533668889350778	0.00623545743643936	0.00252719259229307	0.0041697940121758	0.00423064041319255
"delivered"	0.00731721594567699	0.00717055769012435	0.0012465175416181	0.00375140677754158	0.00225197329159676	0.00669457790686297	0.00281169778747501	0.00503252971289418	0.00857250625792957	0.0062820975923861	0.00144200958455704	0.0146120856560461	0.0163650144701181	0.0051767926456413	0.00250334537973474	0.00730300153363032	0.00801380511494468	0.00156741040290284	0.00365141871661058	0.00229727379237239	0	0.00151628873170029	0.000352553367766046
"despair"	0.00585377275654159	0.0107558365351865	0.00311629385404526	0.00750281355508316	0.0056299332289919	0.00463470778167437	0.00337403734497001	0.0036346047926458	0.00514350375475774	0.00408336343505096	0.00672937806126618	0.0116896685248369	0.0120584317148238	0.0051767926456413	0.00182061482162526	0	0.000534253674329645	0.0070533468130628	0.00589844561914018	0.00328181970338914	0.00252719259229307	0.00151628873170029	0.00246787357436232
"disappointed"	0.0160978750804894	0.0101582900610095	0.012465175416181	0.00750281355508316	0.00675591987479029	0.00205987012518861	0.00477988623870752	0.00391418977669547	0.00685800500634365	0.00785262199048262	0.00240334930759506	0.00438362569681383	0.00401947723827461	0.00507325679272847	0.00364122964325053	0.00243433384454344	0.00106850734865929	0.00235111560435427	0.00252790526534579	0.00525091152542262	0.00202175407383446	0.00492793837802594	0.00423064041319255
"illness"	0.00439032956740619	0.00717055769012435	0.00560932893728147	0.00750281355508316	0	0.00669457790686297	0.00843509336242503	0.00139792492024838	0.0128587593868944	0.0103654610274371	0.00336468903063309	0	0.000861316551058845	0.00590154361603108	0.00318607593784421	0	0.000534253674329645	0.0070533468130628	0.00786459415885357	0.00623545743643936	0.00404350814766892	0.00113721654877522	0.00105766010329814
"middle"	0.00878065913481239	0.00717055769012435	0.00623258770809052	0.00812804801800675	0.014637826395379	0.00772451296945728	0.00393637690246502	0.0047529447288445	0.0111442581353084	0.00314104879619305	0.00576803833822815	0.00292241713120922	0.00315816068721577	0.00144950194077956	0.00113788426351579	0.0146060030672606	0.0197673859501969	0.00313482080580569	0.00168527017689719	0.00164090985169457	0.00606526222150338	0.00909773239020174	0.00740362072308696
"parted"	0.0029268863782708	0.00836565063847841	0.00623258770809052	0.00750281355508316	0.0056299332289919	0.00566464284426867	0.00224935822998001	0.00894671948958965	0.00514350375475774	0.00565388783314749	0.00672937806126618	0.00292241713120922	0.003732371721255	0.00341668314612326	0.00273092223243789	0.00243433384454344	0.00213701469731858	0.00156741040290284	0.00786459415885357	0.00623545743643936	0.00454894666612753	0.00606515492680116	0.00352553367766046
"strongly"	0.00439032956740619	0.00358527884506217	0.00436281139566337	0.00687757909215956	0.00337795993739514	0.00205987012518861	0.00590456535369752	0.00531211469694386	0.000857250625792957	0.0100513561478178	0.0134587561225324	0.00584483426241845	0.00976158757866691	0.002381324616995	0.00204819167432842	0.00486866768908688	0.00534253674329645	0.00235111560435427	0.00337054035379439	0.00131272788135565	0.00859245481379645	0.00606515492680116	0.00352553367766046
"consciousness"	0.0014634431891354	0.00239018589670812	0.0130884341869901	0.0131299237213955	0.0101338798121854	0.00669457790686297	0.00253052800872751	0.0047529447288445	0.00257175187737887	0.0266989147676409	0.0187461245992415	0.000730604282802306	0.00143552758509808	0.00300253973447195	0.000910307410812631	0	0.00160276102298894	0.000783705201451422	0.0011235134512648	0.00131272788135565	0.000505438518458615	0.00151628873170029	0.00141021347106418
"wanting"	0.00731721594567699	0.00179263942253109	0.0205675394366987	0.0181317994247843	0.00112598664579838	0.00205987012518861	0.00590456535369752	0.00335501980859612	0.00342900250317183	0.00973725126819845	0.00480669861519013	0.00292241713120922	0.00200973861913731	0.00528032849855412	0.00432396020136	0.00486866768908688	0.00373977572030752	0.00156741040290284	0.00196614853971339	0.00229727379237239	0.00202175407383446	0.00379072182925073	0.00317298030989441
"christian"	0.00731721594567699	0.00717055769012435	0.0012465175416181	0	0.00337795993739514	0.00411974025037721	0.00140584889373751	0.00279584984049677	0.00428625312896478	0.0065962024720054	0.00528736847670914	0.0284935670292899	0.0109100096467454	0.0032096114402976	0.00136546111621895	0.00243433384454344	0.0112193271609225	0.00313482080580569	0.00477493216787538	0.00459454758474479	0.00909789333225506	0.00189536091462536	0.00176276683883023
"creatures"	0.0102441023239478	0.00358527884506217	0.00373955262485431	0.00187570338877079	0.00337795993739514	0.00154490259389146	0.00365520712371751	0.00447335974479483	0.00257175187737887	0.00282694391657374	0.00192267944607605	0.00584483426241845	0.00545500482337269	0.0114924796733237	0.00773761299190737	0.00243433384454344	0.00267126837164823	0.00548593641015995	0.00252790526534579	0.00328181970338914	0.000505438518458615	0	0.00105766010329814
"garth"	0	0	0	0	0	0	0	0	0	0.0882634711730247	0	0	0	0	0	0	0	0	0	0	0	0	0
"gold"	0.00439032956740619	0.00478037179341623	0.000623258770809052	0.00312617231461798	0.00225197329159676	0.0128741882824288	0.00590456535369752	0.00559169968099353	0.00514350375475774	0.00376925855543166	0.00240334930759506	0.0153426899388484	0.00287105517019615	0.00165657364660521	0.00136546111621895	0.00973733537817376	0.0058767904176261	0.0195926300362856	0.00870722924730216	0.0121427329025398	0.0035380696292103	0.00189536091462536	0
"rode"	0.00439032956740619	0.00358527884506217	0.00186977631242716	0.00187570338877079	0	0.00205987012518861	0.00168701867248501	0.00307543482454644	0.00428625312896478	0.00376925855543166	0.00480669861519013	0.0102284599592323	0.00516789930635307	0.00124243023495391	0.00364122964325053	0	0.00961656613793361	0.0258622716478969	0.00983074269856696	0.0134554607838955	0.00454894666612753	0.00758144365850145	0.000705106735532091
"woodhouse"	0	0	0.172642679514107	0	0	0	0	0	0	0	0	0	0	0.000310607558738478	0.000227576852703158	0	0	0	0	0	0	0	0
